crc32,name,family,archive,local_off,size,ntex,dims,fmt
0x2B19512D,,uniform_base/scenery?,0A,0x3F418800,1250410,3,1024x1024,565
0x2B53325B,,uniform_base/scenery?,0A,0x4DCB2800,1442323,3,1024x1024,565
0x2BE33CEB,,uniform_base/scenery?,0A,0x4466A000,1231233,3,1024x1024,565
0x2C1B609E,player_head_id_0592.iff,player_portrait,0B,0x21E11000,1012983,3,512x512,DXT4_5
0x2C874E8B,,uniform_base/scenery?,0A,0x516E0800,1454008,3,1024x1024,565
0x2CADC91F,,uniform_base/scenery?,0A,0x4E3EE000,1743774,3,1024x1024,565
0x2CD82269,player_head_id_0314.iff,player_portrait,0B,0x1F4B9800,988805,3,512x512,DXT4_5
0x2D45928D,,uniform_base/scenery?,0A,0x408F4800,1481713,3,1024x1024,565
0x2E440C70,,uniform_base/scenery?,0A,0x3F54A000,1584331,3,1024x1024,565
0x2E7A4FF2,player_head_id_0148.iff,player_portrait,0B,0x1DEF1800,926475,3,512x512,DXT4_5
0x2F40AEE7,,uniform_base/scenery?,0A,0x449F1000,1231233,3,1024x1024,565
0x303C6F2D,,uniform_base/scenery?,0A,0x42451000,1231233,3,1024x1024,565
0x3064E021,,uniform_base/scenery?,0A,0x3DDBB800,1433731,3,1024x1024,565
0x30E07AEC,player_head_id_0930.iff,player_portrait,0B,0x2592F800,1016509,3,512x512,DXT4_5
0x318AC15E,player_head_id_0468.iff,player_portrait,0B,0x20CBC800,995306,3,512x512,DXT4_5
0x324FB3F0,,uniform_base/scenery?,0A,0x43D02000,1231233,3,1024x1024,565
0x32F65018,,unknown_texture,0A,0x520B800,211983,3,128x128,DXT1
0x337F7F4A,player_head_id_0138.iff,player_portrait,0B,0x1DA33800,969739,3,512x512,DXT4_5
0x33AECCD7,player_head_id_0775.iff,player_portrait,0B,0x244E5800,1029914,3,512x512,DXT4_5
0x349FFD21,,uniform_base/scenery?,0A,0x4257E000,1231233,3,1024x1024,565
0x34A6BF9A,catcher_g13.iff,goalie_gear,0B,0x1B777000,613208,3,512x512,DXT4_5
0x36882A3A,pad_g17.iff,goalie_gear,0B,0x1A0DA800,603791,3,512x512,DXT4_5
0x36E0899E,player_head_id_0489.iff,player_portrait,0B,0x21086000,1005441,3,512x512,DXT4_5
0x36EC21FC,,uniform_base/scenery?,0A,0x44089000,1231233,3,1024x1024,565
0x36F7F45F,,uniform_base/scenery?,0A,0x3E088000,1250406,3,1024x1024,565
0x380439E8,,uniform_base/scenery?,0A,0x4DA4F800,1250407,3,1024x1024,565
0x380995DF,player_head_id_0352.iff,player_portrait,0B,0x1F96A000,1011186,3,512x512,DXT4_5
0x386BE421,blocker_g16.iff,goalie_gear,0B,0x1AD9E000,612078,3,512x512,DXT4_5
0x388FF5CD,player_head_id_0213.iff,player_portrait,0B,0x1E4A4000,1002749,3,512x512,DXT4_5
0x398335E9,player_head_id_0091.iff,player_portrait,0B,0x1D1C9000,920671,3,512x512,DXT4_5
0x39B29DF0,player_head_id_0847.iff,player_portrait,0B,0x24E91000,1022101,3,512x512,DXT4_5
0x3A9E5692,,uniform_base/scenery?,0A,0x42EE6000,1231233,3,1024x1024,565
0x3B33A918,player_head_id_0206.iff,player_portrait,0B,0x1E2BA000,980382,3,512x512,DXT4_5
0x3BF04CD5,,uniform_base/scenery?,0A,0x404AB800,1467123,3,1024x1024,565
0x3BF0EBEF,player_head_id_0480.iff,player_portrait,0B,0x20E98800,1031896,3,512x512,DXT4_5
0x3C829199,,uniform_base/scenery?,0A,0x40E76800,1332525,3,1024x1024,565
0x3D5521FC,player_head_id_0065.iff,player_portrait,0B,0x1CC65800,922006,3,512x512,DXT4_5
0x3DA4BB13,,uniform_base/scenery?,0A,0x3CB80000,1520223,3,1024x1024,565
0x3DCEC845,,uniform_base/scenery?,0A,0x524DD000,1580589,3,1024x1024,565
0x3DD341EE,player_head_id_0124.iff,player_portrait,0B,0x1D851000,959331,3,512x512,DXT4_5
0x3E3DC49E,,uniform_base/scenery?,0A,0x4326D000,1231233,3,1024x1024,565
0x3F4D8E09,uniform_base_lat_away.iff,uniform_base,0A,0x48B8A000,1491372,3,1024x1024,565
0x3F90B46C,,uniform_base/scenery?,0A,0x3AAA7000,1568899,3,1024x1024,565
0x4048F257,player_head_id_0911.iff,player_portrait,0B,0x25834800,1027326,3,512x512,DXT4_5
0x40FF3A5C,player_head_id_0086.iff,player_portrait,0B,0x1CFF8000,927753,3,512x512,DXT4_5
0x414D71A7,uniform_base_ukr_away.iff,uniform_base,0A,0x51B08000,1466786,3,1024x1024,565
0x4230C4B4,,unknown_texture,0A,0x373F1800,194661,3,128x128,DXT1
0x424E5FB4,,uniform_base/scenery?,0A,0x49C8D000,1525687,3,1024x1024,565
0x425CE145,,uniform_base/scenery?,0A,0x434C7000,1231233,3,1024x1024,565
0x42ABB741,blocker_g14.iff,goalie_gear,0B,0x1AC42000,649842,3,512x512,DXT4_5
0x435197E3,player_head_id_0058.iff,player_portrait,0B,0x1CA94000,910337,3,512x512,DXT4_5
0x43768E8B,catcher_g18.iff,goalie_gear,0B,0x1BAB8800,658499,3,512x512,DXT4_5
0x4386E36F,,uniform_base/scenery?,0A,0x3E2EB000,1499447,3,1024x1024,565
0x4576FCDC,,uniform_base/scenery?,0A,0x4562B800,1250401,3,1024x1024,565
0x46AE26B8,,uniform_base/scenery?,0A,0x4722E800,1517799,3,1024x1024,565
0x46FF7349,,uniform_base/scenery?,0A,0x435F4000,1231233,3,1024x1024,565
0x471268BE,,uniform_base/scenery?,0A,0x51001800,1235726,3,1024x1024,565
0x4A3D0A97,,uniform_base/scenery?,0A,0x4CF0B800,1506755,3,1024x1024,565
0x4A8D0427,,uniform_base/scenery?,0A,0x442E3000,1231233,3,1024x1024,565
0x4AD2C362,player_head_id_0762.iff,player_portrait,0B,0x23EF3000,1016050,3,512x512,DXT4_5
0x4C322B94,player_head_id_0440.iff,player_portrait,0B,0x207F2000,990845,3,512x512,DXT4_5
0x4C48795A,pad_g15.iff,goalie_gear,0B,0x19F92000,646090,3,512x512,DXT4_5
0x4DAA7AC8,player_head_id_0748.iff,player_portrait,0B,0x23B3D000,897264,3,512x512,DXT4_5
0x4E2E962B,,uniform_base/scenery?,0A,0x44410000,1231233,3,1024x1024,565
0x4E705D8B,player_head_id_0887.iff,player_portrait,0B,0x25545000,1041510,3,512x512,DXT4_5
0x4EF6D260,,uniform_base/scenery?,0A,0x4AD9E000,1250420,3,1024x1024,565
0x4FCB55A4,player_head_id_0392.iff,player_portrait,0B,0x2012A000,1009638,3,512x512,DXT4_5
0x4FF4258F,pad_g00.iff,goalie_gear,0B,0x195FB000,672978,3,512x512,DXT4_5
0x502A9168,,unknown_texture,0A,0x4C86000,211980,3,128x128,DXT1
0x50DBC08C,player_head_id_0829.iff,player_portrait,0B,0x24BA5000,1011853,3,512x512,DXT4_5
0x51371B2C,player_head_id_0430.iff,player_portrait,0B,0x205F7800,1040249,3,512x512,DXT4_5
0x525AF464,player_head_id_0268.iff,player_portrait,0B,0x1ED08800,1039905,3,512x512,DXT4_5
0x52DCEF89,uniform_base_bel_away.iff,uniform_base,0A,0x3BEA7800,1479889,3,1024x1024,565
0x551BCB9C,uniform_base_slo_away.iff,uniform_base,0A,0x4F7A1800,1516879,3,1024x1024,565
0x551C5735,uniform_base_kaz_away.iff,uniform_base,0A,0x47C35800,1506632,3,1024x1024,565
0x553FC6DF,,uniform_base/scenery?,0A,0x4864B000,1250418,3,1024x1024,565
0x556D46B5,,uniform_base/scenery?,0A,0x45B89800,1473300,3,1024x1024,565
0x56426BA0,uniform_base_swe_home.iff,uniform_base,0A,0x505F9800,1476894,3,1024x1024,565
0x56DB33FE,player_head_id_0590.iff,player_portrait,0B,0x21C18000,1035394,3,512x512,DXT4_5
0x5714B12D,player_head_id_0194.iff,player_portrait,0B,0x1E0D0800,990799,3,512x512,DXT4_5
0x574362A2,player_head_id_0698.iff,player_portrait,0B,0x22E93800,1039698,3,512x512,DXT4_5
0x588B8184,,uniform_base/scenery?,0A,0x4BE56800,1476166,3,1024x1024,565
0x5A904224,player_head_id_0017.iff,player_portrait,0B,0x1C5AB800,1024029,3,512x512,DXT4_5
0x5C27795D,player_head_id_0439.iff,player_portrait,0B,0x206F5800,1033448,3,512x512,DXT4_5
0x5CE40F67,,uniform_base/scenery?,0A,0x4BB80800,1470261,3,1024x1024,565
0x5CEE3BA5,,uniform_base/scenery?,0A,0x3D248000,1583556,3,1024x1024,565
0x5D394813,player_head_id_0670.iff,player_portrait,0B,0x228B7000,1001333,3,512x512,DXT4_5
0x5F35960C,uniform_base_fin_away.iff,uniform_base,0A,0x46C7B000,1499638,3,1024x1024,565
0x5F53FC52,,uniform_base/scenery?,0A,0x42C8C000,1231233,3,1024x1024,565
0x5FCCF607,player_head_id_0320.iff,player_portrait,0B,0x1F6A8800,930929,3,512x512,DXT4_5
0x61C130FF,player_head_id_0579.iff,player_portrait,0B,0x21933800,997652,3,512x512,DXT4_5
0x620B49D7,,uniform_base/scenery?,0A,0x41E70000,1231233,3,1024x1024,565
0x622ABFA5,player_head_id_0260.iff,player_portrait,0B,0x1EB3D000,921571,3,512x512,DXT4_5
0x656E83AF,uniform_base_wca_alt.iff,uniform_base,0A,0x52CF3000,1523754,3,1024x1024,565
0x66A8DBDB,,uniform_base/scenery?,0A,0x421F7000,1231233,3,1024x1024,565
0x66B98955,player_head_id_0553.iff,player_portrait,0B,0x2183E000,1003802,3,512x512,DXT4_5
0x66FCABB0,player_head_id_0294.iff,player_portrait,0B,0x1F0EC000,1019921,3,512x512,DXT4_5
0x67332963,player_head_id_0690.iff,player_portrait,0B,0x22D9B800,1015277,3,512x512,DXT4_5
0x6842647E,player_head_id_0243.iff,player_portrait,0B,0x1E77B800,977194,3,512x512,DXT4_5
0x6A74989D,player_head_id_0195.iff,player_portrait,0B,0x1E1C2800,1012110,3,512x512,DXT4_5
0x6AB45AB8,uniform_base_ger_home.iff,uniform_base,0A,0x47AC4000,1512998,3,1024x1024,565
0x6AB7DA6A,player_head_id_0713.iff,player_portrait,0B,0x2326C800,1042521,3,512x512,DXT4_5
0x6AC8A946,,uniform_base/scenery?,0A,0x4D626000,1439199,3,1024x1024,565
0x6B835AD5,,uniform_base/scenery?,0A,0x4C94B000,1512439,3,1024x1024,565
0x6BBB1A4E,player_head_id_0591.iff,player_portrait,0B,0x21D15000,1031251,3,512x512,DXT4_5
0x6BFE38AB,player_head_id_0256.iff,player_portrait,0B,0x1EA47800,1005042,3,512x512,DXT4_5
0x6C1B90B2,,uniform_base/scenery?,0A,0x3D54F000,1475923,3,1024x1024,565
0x6D139C56,,uniform_base/scenery?,0A,0x4A8F2800,1693297,3,1024x1024,565
0x6D4903D2,player_head_id_0678.iff,player_portrait,0B,0x229AB800,994215,3,512x512,DXT4_5
0x6D4AB8D8,,unknown_texture,0A,0x4CBA000,211980,3,128x128,DXT1
0x6E24EC9A,player_head_id_0020.iff,player_portrait,0B,0x1C7A6000,1014737,3,512x512,DXT4_5
0x701BE0E5,player_head_id_0104.iff,player_portrait,0B,0x1D57B800,986592,3,512x512,DXT4_5
0x704C336A,player_head_id_0608.iff,player_portrait,0B,0x21FFF800,1013706,3,512x512,DXT4_5
0x70CA5378,player_head_id_0749.iff,player_portrait,0B,0x23C18800,975165,3,512x512,DXT4_5
0x71018605,,uniform_base/scenery?,0A,0x4B5C8000,1501081,3,1024x1024,565
0x712850EA,pad_g14.iff,goalie_gear,0B,0x19EF3800,619859,3,512x512,DXT4_5
0x747A3CFB,player_head_id_0867.iff,player_portrait,0B,0x2516F000,1067137,3,512x512,DXT4_5
0x75D552BF,,uniform_base/scenery?,0A,0x528F7000,1250539,3,1024x1024,565
0x767D6801,player_head_id_0367.iff,player_portrait,0B,0x1FC45000,1013546,3,512x512,DXT4_5
0x77C6602E,player_head_id_0872.iff,player_portrait,0B,0x25274000,1000806,3,512x512,DXT4_5
0x79660778,,uniform_base/scenery?,0A,0x4913B000,1526635,3,1024x1024,565
0x7AF55B2C,player_head_id_0066.iff,player_portrait,0B,0x1CD47000,938322,3,512x512,DXT4_5
0x7BA7C6CC,,uniform_base/scenery?,0A,0x41762000,1231233,3,1024x1024,565
0x7C130A50,,unknown_texture,0B,0x3770F000,416217,3,256x256,DXT5A
0x7C426055,player_head_id_0448.iff,player_portrait,0B,0x209DB000,1001473,3,512x512,DXT4_5
0x7C52C32F,uniform_base_dmk_home.iff,uniform_base,0A,0x4628A000,1472838,3,1024x1024,565
0x7C77C224,blocker_g00.iff,goalie_gear,0B,0x1A341000,625994,3,512x512,DXT4_5
0x7D550059,uniform_base_can_away.iff,uniform_base,0A,0x3D6B7800,1465076,3,1024x1024,565
0x7DA0556B,,uniform_base/scenery?,0A,0x50D60000,1520626,3,1024x1024,565
0x7DF05B07,,unknown_texture,0A,0x5061000,211969,3,128x128,DXT1
0x7E16A73B,catcher_g19.iff,goalie_gear,0B,0x1BB62000,565685,3,512x512,DXT4_5
0x7E1DADEA,,uniform_base/scenery?,0A,0x4A215000,1250402,3,1024x1024,565
0x7E234F39,player_head_id_0092.iff,player_portrait,0B,0x1D2AA000,966967,3,512x512,DXT4_5
0x7EB7DE41,player_head_id_0118.iff,player_portrait,0B,0x1D759800,1013283,3,512x512,DXT4_5
0x7F0454C0,,uniform_base/scenery?,0A,0x41AE9000,1231233,3,1024x1024,565
0x7F6D95D9,,uniform_base/scenery?,0A,0x4FEDA800,1533866,3,1024x1024,565
0x7FCB9EF1,blocker_g15.iff,goalie_gear,0B,0x1ACEF800,673199,3,512x512,DXT4_5
0x7FECCDEA,player_head_id_0496.iff,player_portrait,0B,0x21271000,1016894,3,512x512,DXT4_5
0x7FF6E903,,uniform_base/scenery?,0A,0x4F364800,1482626,3,1024x1024,565
0x80C7F206,player_head_id_0237.iff,player_portrait,0B,0x1E690800,960964,3,512x512,DXT4_5
0x82324C12,player_head_id_0767.iff,player_portrait,0B,0x240ED800,1007697,3,512x512,DXT4_5
0x83658D7A,,uniform_base/scenery?,0A,0x41C16000,1231233,3,1024x1024,565
0x83A54E3A,uniform_base_2k_home.iff,uniform_base,0A,0x3A7BC800,1500280,3,1024x1024,565
0x84978601,player_head_id_0382.iff,player_portrait,0B,0x1FE33000,1043609,3,512x512,DXT4_5
0x84CE56B1,,unknown_texture,0A,0x37211800,194661,3,128x128,DXT1
0x85D280FB,,uniform_base/scenery?,0A,0x3FE12800,1475370,3,1024x1024,565
0x86044383,player_head_id_0908.iff,player_portrait,0B,0x2573F000,1005329,3,512x512,DXT4_5
0x8686638A,catcher_g14.iff,goalie_gear,0B,0x1B81B800,476169,3,512x512,DXT4_5
0x87291D5C,,uniform_base/scenery?,0A,0x3AF25000,1250418,3,1024x1024,565
0x8746FD5E,,uniform_base/scenery?,0A,0x3B76E000,1546211,3,1024x1024,565
0x89B8945B,pad_g19.iff,goalie_gear,0B,0x1A219800,1181308,3,512x512,DXT4_5
0x89C7B4C5,,uniform_base/scenery?,0A,0x4397B000,1231233,3,1024x1024,565
0x8A1ACFE0,,uniform_base/scenery?,0A,0x4683A000,1482162,3,1024x1024,565
0x8A7D1C26,,uniform_base/scenery?,0A,0x3B188000,1556011,3,1024x1024,565
0x8AFA018C,,uniform_base/scenery?,0A,0x45397000,1453110,3,1024x1024,565
0x8B011A65,,uniform_base/scenery?,0A,0x4AC28000,1531207,3,1024x1024,565
0x8B421911,,uniform_base/scenery?,0A,0x3D116800,1250417,3,1024x1024,565
0x8B60AB0E,player_head_id_0610.iff,player_portrait,0B,0x220F7000,1011457,3,512x512,DXT4_5
0x8BA3E9F9,player_head_id_0096.iff,player_portrait,0B,0x1D492000,956145,3,512x512,DXT4_5
0x8BD74525,,uniform_base/scenery?,0A,0x4EC56000,1462687,3,1024x1024,565
0x8D0623EA,player_head_id_0473.iff,player_portrait,0B,0x20DAF800,954367,3,512x512,DXT4_5
0x8D6426C9,,uniform_base/scenery?,0A,0x43AA8000,1231233,3,1024x1024,565
0x8D8043F8,player_head_id_0532.iff,player_portrait,0B,0x21649800,1006392,3,512x512,DXT4_5
0x8DBE4195,uniform_base_sui_away.iff,uniform_base,0A,0x501C7000,1457552,3,1024x1024,565
0x8E3B8CB0,,uniform_base/scenery?,0A,0x3EE7F800,1523318,3,1024x1024,565
0x8E9596A5,,uniform_base/scenery?,0A,0x50BDE800,1577965,3,1024x1024,565
0x8F75FDEC,player_head_id_0062.iff,player_portrait,0B,0x1CB72800,993471,3,512x512,DXT4_5
0x910FD376,player_head_id_0681.iff,player_portrait,0B,0x22A9E800,1035022,3,512x512,DXT4_5
0x914AF193,player_head_id_0146.iff,player_portrait,0B,0x1DD04800,956621,3,512x512,DXT4_5
0x919D9964,,uniform_base/scenery?,0A,0x4BFBF000,1250398,3,1024x1024,565
0x91CC9181,player_head_id_0007.iff,player_portrait,0B,0x1C2BA800,1038185,3,512x512,DXT4_5
0x91CECB5B,uniform_base_cze_home.iff,uniform_base,0A,0x44C89000,1487432,3,1024x1024,565
0x93BFADA6,,uniform_base/scenery?,0A,0x52A28800,1462299,3,1024x1024,565
0x93E40368,,uniform_base/scenery?,0A,0x49F7B800,1474307,3,1024x1024,565
0x93F4FEA5,uniform_base_eca_alt.iff,uniform_base,0A,0x463F2000,1522213,3,1024x1024,565
0x964D6AF1,,uniform_base/scenery?,0A,0x4E83D000,1250401,3,1024x1024,565
0x972C7977,player_head_id_0325.iff,player_portrait,0B,0x1F78C000,1013116,3,512x512,DXT4_5
0x99E16EC2,uniform_base_usa_away.iff,uniform_base,0A,0x51DD4800,1449669,3,1024x1024,565
0x9A70E18C,,uniform_base/scenery?,0A,0x40BCC800,1542121,3,1024x1024,565
0x9AC90261,,uniform_base/scenery?,0A,0x412AE000,1231233,3,1024x1024,565
0x9C243403,,uniform_base/scenery?,0A,0x484DE000,1494876,3,1024x1024,565
0x9CBE6C4D,,uniform_base/scenery?,0A,0x3FC9A800,1538548,3,1024x1024,565
0x9CC9028E,,uniform_base/scenery?,0A,0x3FF7B000,1250405,3,1024x1024,565
0x9CFFAA83,player_head_id_0813.iff,player_portrait,0B,0x249B9800,1019439,3,512x512,DXT4_5
0x9D87E05B,player_head_id_0580.iff,player_portrait,0B,0x21A27800,992578,3,512x512,DXT4_5
0x9D928BFD,,uniform_base/scenery?,0A,0x3C5B8000,1479276,3,1024x1024,565
0x9DAE1C76,,unknown_texture,0A,0x37EB7000,194661,3,128x128,DXT1
0x9E6A906D,,uniform_base/scenery?,0A,0x41635000,1231233,3,1024x1024,565
0x9EBCD836,,uniform_base/scenery?,0A,0x3E73C800,1511255,3,1024x1024,565
0x9F377CAA,player_head_id_0717.iff,player_portrait,0B,0x2336B800,1033544,3,512x512,DXT4_5
0xA0CE35C6,,unknown_texture,0A,0x37E87000,194661,3,128x128,DXT1
0xA1284B38,player_head_id_0185.iff,player_portrait,0B,0x1DFD4000,1033417,3,512x512,DXT4_5
0xA17F98B7,player_head_id_0689.iff,player_portrait,0B,0x22C99000,1056912,3,512x512,DXT4_5
0xA19F8333,player_head_id_0812.iff,player_portrait,0B,0x248C7000,992540,3,512x512,DXT4_5
0xA1A84A92,,uniform_base/scenery?,0A,0x4DB81000,1250407,3,1024x1024,565
0xA223DFE6,player_head_id_0807.iff,player_portrait,0B,0x246D3800,1026831,3,512x512,DXT4_5
0xA3159703,,unknown_texture,0A,0x50D6000,211985,3,128x128,DXT1
0xA33225E8,,uniform_base/scenery?,0A,0x43013000,1231233,3,1024x1024,565
0xA408C869,,uniform_base/scenery?,0A,0x3CCF3800,1507938,3,1024x1024,565
0xA462BB3F,,uniform_base/scenery?,0A,0x52365000,1539891,3,1024x1024,565
0xA52EE2E3,,uniform_base/scenery?,0A,0x40D45000,1250423,3,1024x1024,565
0xA63CC716,,uniform_base/scenery?,0A,0x3AC26800,1583641,3,1024x1024,565
0xA6E1FD73,uniform_base_lat_home.iff,uniform_base,0A,0x48CF6800,1487375,3,1024x1024,565
0xA791B7E4,,uniform_base/scenery?,0A,0x43140000,1231233,3,1024x1024,565
0xA83F8EC1,player_head_id_0735.iff,player_portrait,0B,0x2384D800,1012538,3,512x512,DXT4_5
0xA9901C57,,uniform_base/scenery?,0A,0x42324000,1231233,3,1024x1024,565
0xA9C8935B,,uniform_base/scenery?,0A,0x3DC5E800,1429094,3,1024x1024,565
0xA9F00C12,player_head_id_0331.iff,player_portrait,0B,0x1F883800,943712,3,512x512,DXT4_5
0xAB7138FA,player_head_id_0970.iff,player_portrait,0B,0x25DFE800,1023556,3,512x512,DXT4_5
0xABE3C08A,,uniform_base/scenery?,0A,0x43E2F000,1231233,3,1024x1024,565
0xAC2AD823,player_head_id_0147.iff,player_portrait,0B,0x1DDEE800,1059678,3,512x512,DXT4_5
0xAD338E5B,,uniform_base/scenery?,0A,0x426AB000,1231233,3,1024x1024,565
0xAF1160AA,,unknown_texture,0B,0x375DC000,290770,3,256x256,DXT5A
0xAF405286,,uniform_base/scenery?,0A,0x43F5C000,1231233,3,1024x1024,565
0xAF5B8725,,uniform_base/scenery?,0A,0x3E1B9800,1250406,3,1024x1024,565
0xB05D2A25,,uniform_base/scenery?,0A,0x52FD8800,1506608,3,1024x1024,565
0xB24F4F91,,uniform_base/scenery?,0A,0x44797000,1231233,3,1024x1024,565
0xB2B52257,,uniform_base/scenery?,0A,0x3F2E7000,1250410,3,1024x1024,565
0xB2FF4121,,uniform_base/scenery?,0A,0x4D8EC800,1452287,3,1024x1024,565
0xB3DA568F,player_head_id_0467.iff,player_portrait,0B,0x20BCB800,985573,3,512x512,DXT4_5
0xB4D8BDEB,pad_g18.iff,goalie_gear,0B,0x1A174000,648588,3,512x512,DXT4_5
0xB4E9E1F7,,uniform_base/scenery?,0A,0x40A5E800,1497622,3,1024x1024,565
0xB501BA65,,uniform_base/scenery?,0A,0x4E250000,1695392,3,1024x1024,565
0xB52B3DF1,,uniform_base/scenery?,0A,0x51843800,1454219,3,1024x1024,565
0xB686E2AC,player_head_id_0750.iff,player_portrait,0B,0x23D07000,1019058,3,512x512,DXT4_5
0xB6ECDD9D,,uniform_base/scenery?,0A,0x448C4000,1231233,3,1024x1024,565
0xB749607F,player_head_id_0354.iff,player_portrait,0B,0x1FA61000,977675,3,512x512,DXT4_5
0xB7E87F0A,,uniform_base/scenery?,0A,0x3F163800,1586827,3,1024x1024,565
0xB85A16EF,catcher_g00.iff,goalie_gear,0B,0x1AEF0800,497250,3,512x512,DXT4_5
0xB8D2A7D6,,unknown_texture,0A,0x36FF3800,194661,3,128x128,DXT1
0xB9633EC9,player_head_id_0209.iff,player_portrait,0B,0x1E3A9800,1025081,3,512x512,DXT4_5
0xB9C85DEC,,uniform_base/scenery?,0A,0x49850000,1481713,3,1024x1024,565
0xBA45FD74,uniform_base_fra_home.iff,uniform_base,0A,0x477ED000,1467149,3,1024x1024,565
0xBA9EAAF3,,uniform_base/scenery?,0A,0x42905000,1231233,3,1024x1024,565
0xBB10E0CF,player_head_id_0618.iff,player_portrait,0B,0x221EE000,1038276,3,512x512,DXT4_5
0xBB22EE32,,uniform_base/scenery?,0A,0x4E96E800,1523056,3,1024x1024,565
0xBB9680DD,player_head_id_0759.iff,player_portrait,0B,0x23E00000,993748,3,512x512,DXT4_5
0xBBE64A3A,catcher_g15.iff,goalie_gear,0B,0x1B89F800,652859,3,512x512,DXT4_5
0xBCEE3977,player_head_id_0773.iff,player_portrait,0B,0x243F0000,1005506,3,512x512,DXT4_5
0xBD12CB6D,,uniform_base/scenery?,0A,0x4522C000,1486535,3,1024x1024,565
0xBE1B8763,player_head_id_0223.iff,player_portrait,0B,0x1E599000,1013344,3,512x512,DXT4_5
0xBE3D38FF,,uniform_base/scenery?,0A,0x42A32000,1231233,3,1024x1024,565
0xBF3B6FA1,uniform_base_rus_home.iff,uniform_base,0A,0x4EF2A800,1504925,3,1024x1024,565
0xBF8633D7,,uniform_base/scenery?,0A,0x481F5000,1527559,3,1024x1024,565
0xBFCD38AE,uniform_base_aut_away.iff,uniform_base,0A,0x3BBD2800,1485982,3,1024x1024,565
0xBFD405B0,player_head_id_0627.iff,player_portrait,0B,0x222EB800,1002942,3,512x512,DXT4_5
0xC126195A,catcher_g17.iff,goalie_gear,0B,0x1BA09000,644673,3,512x512,DXT4_5
0xC127F2FE,,uniform_base/scenery?,0A,0x4C222000,1461662,3,1024x1024,565
0xC1876020,player_head_id_0116.iff,player_portrait,0B,0x1D66C800,969915,3,512x512,DXT4_5
0xC212F4B6,,unknown_texture,0A,0x37053800,194661,3,128x128,DXT1
0xC3088CFA,pad_g13.iff,goalie_gear,0B,0x19E3F000,716223,3,512x512,DXT4_5
0xC337FCD1,player_head_id_0381.iff,player_portrait,0B,0x1FD3C800,1008710,3,512x512,DXT4_5
0xC3F4BE26,player_head_id_0507.iff,player_portrait,0B,0x21369800,995476,3,512x512,DXT4_5
0xC54248DF,,uniform_base/scenery?,0A,0x3CE64000,1575415,3,1024x1024,565
0xC5487C1D,,uniform_base/scenery?,0A,0x4BCE7800,1502302,3,1024x1024,565
0xC62E6A17,player_head_id_0771.iff,player_portrait,0B,0x242EA800,1070113,3,512x512,DXT4_5
0xC699E576,uniform_base_fin_home.iff,uniform_base,0A,0x46DE9800,1489927,3,1024x1024,565
0xC6FF8F28,,uniform_base/scenery?,0A,0x42DB9000,1231233,3,1024x1024,565
0xC91A05EF,player_head_id_0465.iff,player_portrait,0B,0x20AD0000,1029159,3,512x512,DXT4_5
0xCB709CF3,uniform_base_bel_home.iff,uniform_base,0A,0x3C011000,1499039,3,1024x1024,565
0xCC5440A6,player_head_id_0799.iff,player_portrait,0B,0x245E1000,992135,3,512x512,DXT4_5
0xCC93B5A5,,uniform_base/scenery?,0A,0x4877C800,1250418,3,1024x1024,565
0xCCB0244F,uniform_base_kaz_home.iff,uniform_base,0A,0x47DA5800,1507278,3,1024x1024,565
0xCCB7B8E6,uniform_base_slo_home.iff,uniform_base,0A,0x4F914000,1517525,3,1024x1024,565
0xCCC135CF,,uniform_base/scenery?,0A,0x45CF1800,1453455,3,1024x1024,565
0xCD89331F,player_head_id_0356.iff,player_portrait,0B,0x1FB50000,1002494,3,512x512,DXT4_5
0xCE279EA0,player_head_id_0388.iff,player_portrait,0B,0x1FF32000,1059115,3,512x512,DXT4_5
0xCFEE18DA,uniform_base_swe_away.iff,uniform_base,0A,0x50490800,1478640,3,1024x1024,565
0xD0968A2B,,unknown_texture,0A,0x37186800,175701,3,128x128,DXT1
0xD1370B88,player_head_id_0833.iff,player_portrait,0B,0x24D8D800,1062416,3,512x512,DXT4_5
0xD321775D,,uniform_base/scenery?,0A,0x441B6000,1231233,3,1024x1024,565
0xD39179ED,,uniform_base/scenery?,0A,0x4D07B800,1492032,3,1024x1024,565
0xD41F3557,player_head_id_0415.iff,player_portrait,0B,0x20409800,1017549,3,512x512,DXT4_5
0xD448E6D8,player_head_id_0319.iff,player_portrait,0B,0x1F5AB000,1037301,3,512x512,DXT4_5
0xD5D0B784,player_head_id_0011.iff,player_portrait,0B,0x1C4B2000,1021414,3,512x512,DXT4_5
0xD63B38DE,player_head_id_0708.iff,player_portrait,0B,0x22F91800,1025982,3,512x512,DXT4_5
0xD6997418,,unknown_texture,0A,0x4E5E800,211985,3,128x128,DXT1
0xD6AFA9A6,player_head_id_0682.iff,player_portrait,0B,0x22B9B800,1036373,3,512x512,DXT4_5
0xD6C1B61D,,unknown_texture,0B,0x37888000,282409,3,256x256,DXT5A
0xD6EA8B43,player_head_id_0145.iff,player_portrait,0B,0x1DC0A000,1024287,3,512x512,DXT4_5
0xD75AA11A,,uniform_base/scenery?,0A,0x4AECF800,1250420,3,1024x1024,565
0xD782E551,,uniform_base/scenery?,0A,0x4453D000,1231233,3,1024x1024,565
